record_id,date,time,season,month,day_of_week,temperature,pressure,humidity,wind_speed,weather_condition
3427,5/23/2023,18:00:00,SPRING,5.0,Tuesday,20.61,1022.22,32.9,14.11,SUNNY
1760,3/15/2023,7:00:00,Spring,3.0,Wednesday,10.14,1005.54,20.71,7.3,Rainy
2994,5/5/2023,17:00:00,Spring,5.0,Friday,13.17,1006.5,45.05,3.75,Windy
130,1/6/2023,9:00:00,Winter,1.0,Friday,10.5,1005.18,56.49,16.51, Foggy
2901,5/1/2023,20:00:00,Spring,5.0,Monday,8.72,1016.89,38.4,12.61, Foggy
2205,4/2/2023,20:00:00,Spring,4.0,Sunday,16.66,1013.65,62.27,13.6,foggy
947,2/9/2023,10:00:00,WINTER,2.0,Thursday,10.32,1008.6,59.75,6.69,FOGGY
3089,5/9/2023,16:00:00,Spring,5.0,Tuesday,6.15,1011.42,68.87,15.4,STORMY
2839,4/29/2023,6:00:00,Spring,4.0,Saturday,25.77,1023.96,66.02,20.53,FOGGY
1404,2/28/2023,11:00:00,WINTER,2.0,Tuesday,13.19,1013.75,47.34,3.32,FOGGY
1175,2/18/2023,22:00:00,Winter,2.0,SATURDAY,10.55,1023.18,56.89,9.19,WINDY
1342,2/25/2023,21:00:00,Winter,2.0,Saturday,7.05,1001.02,75.45,10.18,WINDY
1170,2/18/2023,17:00:00,Winter,2.0,Saturday,11.46,1021.85,67.92,13.51,rainy
252,1/11/2023,11:00:00,Winter,1.0,Wednesday,11.49,1016.15,68.43,-15.81,stormy
2651,4/21/2023,10:00:00,Spring,4.0,Friday,23.94,1007.68,42.16,4.88,STORMY
2957,5/4/2023,4:00:00,Spring,5.0,Thursday,12.41,1019.58,80.21,11.99,RAINY
1632,3/9/2023,23:00:00,Spring,3.0,Thursday,23.6,1015.26,49.91,11.75,Cludy
234,1/10/2023,17:00:00,Winter,1.0,Tuesday,0.76,995.41,61.6,8.99,windy
1071,2/14/2023,14:00:00,winter,2.0,Tuesday,18.47,1000.9,72.39,17.84,RAINY
737,1/31/2023,16:00:00,Winter,1.0,Tuesday,9.62,1003.82,56.28,5.95,cloudy
2612,4/19/2023,19:00:00,Spring,4.0,Wednesday,20.43,1014.58,66.6,5.69,Rainy 
1366,2/26/2023,21:00:00,Winter,2.0,Sunday,7.82,1018.28,71.35,7.51,SUNNY
1931,3/22/2023,10:00:00,Spring,3.0,Wednesday,17.14,1024.51,57.48,12.08,Sunny
839,2/4/2023,22:00:00,Winter,2.0,Saturday,10.14,1013.62,46.09,11.01,  FOGGY  
47,1/2/2023,22:00:00,Winter,1.0,Monday,6.88,1018.71,62.1,11.56,sunny
2357,4/9/2023,4:00:00,Spring,4.0,Sunday,22.34,1013.18,40.33,8.33,Cloudy
1077,2/14/2023,20:00:00,Winter,2.0,Tuesday,1.46,1000.22,45.55,16.39,Stormy
1870,3/19/2023,21:00:00,Spring,3.0,Sunday,6.77,1014.56,83.78,9.88,foggy
933,2/8/2023,20:00:00,winter,2.0,Wednesday,2,994.47,67.87,7.03,rainy
2859,4/30/2023,2:00:00,Spring,4.0,Sunday,7.1,1012.55,29.81,4.75,WINDY
25,1/2/2023,0:00:00,Winter,1.0,Monday,9.48,1015.09,55.08,10.59,windy
1763,3/15/2023,10:00:00,Spring,3.0,Wednesday,11.64,1003.78,69.52,14.39,  Cloudy  
2112,3/29/2023,23:00:00,Spring,3.0,Wednesday,18.94,1006.19,64.98,25.26,rainy
2035,3/26/2023,18:00:00,Spring,3.0,Sunday,13.46,1017.83,30.74,14.08,windy
1549,3/6/2023,12:00:00,Spring,3.0,Monday,14.63,1020.66,14.31,11.1,Foggy
3124,5/11/2023,3:00:00,spring,5.0,Thursday,12.55,1001.52,56.6,8.74,Stromy
2922,2-May-23,17:00:00,Spring,5.0,Tuesday,23.91,1017.06,71.71,4.8,cloudy
1260,2/22/2023,11:00:00,Winter,2.0,Wednesday,18.93,1007.51,79.36,14.3,sunny
3290,5/18/2023,1:00:00,Spring,5.0,Thursday,11.67,1028.09,31.83,18.91,Foggy
696,1/29/2023,23:00:00,Winter,1.0,Sunday,12.37,1007.8,36.95,5.75,RAINY
1320,2/24/2023,23:00:00,Winter,2.0,Friday,0.65,1002.9,43.36,12.47,WINDY
2164,4/1/2023,3:00:00,Spring,4.0,Saturday,20.81,1011.9,66.7,4.95,Sunny 
2754,4/25/2023,17:00:00,Spring,4.0,Tuesday,17.33,1006.79,69.12,12.46,CLOUDY
2973,5/4/2023,20:00:00,Spring,5.0,Thursday,17.1,1007.28,49.6,24.19,foggy
1993,3/25/2023,12:00 AM,Spring,3.0,Saturday,15.98,1022.06,78.96,15.87,Rainy 
1165,2/18/2023,12:00:00,WINTER,2.0,saturday,6.42,1005.47,58.69,7.19,FOGGY
332,1/14/2023,19:00:00,winter,1.0,Saturday,8.32,997.2,40.91,11.14,Windy
228,1/10/2023,11:00:00,Winter,1.0,Tuesday,11.23,1030.31,50.38,13.31,sunny
603,1/26/2023,2:00:00,Winter,1.0,Thursday,12.06,1003.81,67.28,21.23,WINDY
2150,3/31/2023,13:00:00,SPRING,3.0,Friday,15.82,1021.38,38.97,14.07,Foggy
1306,2/24/2023,9:00:00,winter,2.0,Friday,16.92,1013.11,51.63,6.43,windy
116,1/5/2023,19:00:00,Winter,1.0,Thursday,17.82,1013.28,44.5,13.28,Stormy
2716,4/24/2023,3:00:00,Spring,4.0,Monday,17.25,1002.3,54.81,10.03,sunny
128,1/6/2023,7:00:00,Winter,1.0,Friday,8.24,1006.35,59.06,11.7,sunny
2680,4/22/2023,15:00:00,Spring,4.0,Saturday,18.23,1018.99,77.41,13.21,WINDY
414,1/18/2023,5:00:00,Winter,1.0,Wednesday,8.97,1010.17,60.08,10.23,  Windy  
2937,5/3/2023,8:00:00,Spring,5.0,Wednesday,22.37,1017.87,61.28,300,Sunny 
2082,3/28/2023,17:00:00,Spring,3.0,Tuesday,18.33,1026.3,52.6,10.54,WINDY
787,2/2/2023,18:00:00,Winter,2.0,Thursday,10.16,1016.76,44.39,7.73,foggy
2578,4/18/2023,9:00:00,Spring,4.0,Tuesday,17.23,1018.71,56.49,8.87,rainy
865,2/6/2023,0:00:00,Winter,2.0,Monday,13.44,1009.99,55.28,4.97,Sunny
752,2/1/2023,7:00:00,Winter,2.0,Wednesday,10.78,1002.32,62.29,2.72,STORMY
1695,3/12/2023,14:00:00,Spring,3.0,Sunday,22.36,1015.59,67.36,11.02,RAINY
1720,3/13/2023,15:00:00,SPRING,3.0,Monday,20.76,1007.13,50.49,2.24,Windy
3311,5/18/2023,22:00:00,Spring,5.0,Thursday,9.35,1006.79,37.5,0.09,sunny
1886,3/20/2023,13:00:00,Spring,3.0,Monday,21.05,1012.68,66.92,20.09,CLOUDY
1364,2/26/2023,19:00:00,Winter,2.0,Sunday,16.52,1004.14,69.64,20.4,foggy
3017,5/6/2023,4:00 PM,Spring,5.0,Saturday,21.37,1014.29,60.2,9.98,Windy
355,1/15/2023,18:00:00,Winter,1.0,Sunday,8.29,1015.15,77.93,15.05,WINDY
2761,4/26/2023,0:00:00,Spring,4.0,Wednesday,15.47,1003.94,51.63,18.45,cloudy
666,1/28/2023,17:00:00,Winter,1.0,Saturday,2.12,1005.84,63.96,6.31,FOGGY
2454,4/13/2023,5:00:00,Spring,4.0,Thursday,19.93,1021.97,53,13.23,Stormy
1681,3/12/2023,0:00:00,Spring,3.0,Sunday,20.84,1021.69,60,2.96,foggy
1801,3/17/2023,0:00:00,Spring,3.0,Friday,18.7,1013.52,67.2,6.94,STORMY
36,1/2/2023,11:00:00,Winter,1.0,Monday,9.14,1023.46,30.89,13.11,STORMY
1136,2/17/2023,7:00:00,Winter,2.0,Friday,2.8,1028.56,27.68,8.41,Cloudy
1448,3/2/2023,7:00:00,Spring,3.0,Thursday,9.26,1013.76,30.62,3.04, Foggy
2907,5/2/2023,2:00:00,Spring,5.0,Tuesday,28.89,998.4,43.92,8.24,Rainy
1912,3/21/2023,15:00:00,Spring,3.0,Tuesday,22.73,1008.58,26.9,24.27,stormy
2038,3/26/2023,21:00:00,Spring,3.0,sunday,19.32,1008.53,62.01,8.73,Stormy
987,2/11/2023,2:00:00,Winter,2.0,Saturday,5.94,1020.31,63.06,14.57,CLOUDY
1078,2/14/2023,21:00:00,Winter,2.0,Tuesday,7.02,1009.28,55.67,1.53,windy
2411,4/11/2023,10:00:00,Spring,4.0,Tuesday,9.49,1015.99,58.97,12.38,Cloudy
868,2/6/2023,3:00:00,Winter,2.0,Monday,5.73,1011.25,53.63,11.51,SUNNY
866,2/6/2023,1:00:00,Winter,2.0,Monday,16.48,1028.18,57.35,18.14,rainy
3304,5/18/2023,15:00:00,Spring,5.0,Thursday,18.65,1000.97,46.65,15.1,STORMY
2421,4/11/2023,20:00:00,Spring,4.0,Tue,16.01,1001.92,69.82,7.35, Foggy
526,1/22/2023,21:00:00,Winter,1.0,Sunday,9.88,1005.78,41.96,18.75,Foggy
979,2/10/2023,18:00:00,Winter,2.0,Friday,13.05,1006.24,32.51,11.45,Stormy
2184,4/1/2023,23:00:00,Spring,4.0,Saturday,19.46,997.96,31.46,8.18,Cludy
421,1/18/2023,12:00:00,Winter,1.0,Wednesday,10.02,1012.81,41.44,13.95,  stormy  
1327,2/25/2023,6:00:00,Winter,2.0,Saturday,6.71,1021.66,53.06,6.89,Rainy
1740,3/14/2023,11:00:00,Spring,3.0,Tuesday,18.47,1027.45,95,12.58,sunny
2383,4/10/2023,6:00:00,Spring,4.0,Monday,18.88,1011.78,67.14,19.39,Windy
1091,15-Feb-23,10:00:00,Winter,2.0,Wednesday,9.54,1006.4,250,19.17,Stromy
330,1/14/2023,17:00:00,Winter,1.0,Saturday,2.67,1010.56,45.86,10.88,cloudy
2489,4/14/2023,16:00:00,Spring,4.0,Friday,13.55,1005.31,58.81,16.18,rainy
829,2/4/2023,12:00:00,Winter,2.0,Saturday,18.43,1004.88,49.58,14.5,cloudy
2033,3/26/2023,16:00:00,Spring,3.0,Sunday,17.09,1015.25,50.9,15.51,FOGGY
2617,4/20/2023,0:00:00,Spring,4.0,Thursday,16.66,1007.33,42.71,18.95,Cludy
807,2/3/2023,14:00:00,Winter,2.0,Friday,9.42,1005.1,42.3,19.5,WINDY
227,1/10/2023,10:00:00,Winter,1.0,TUESDAY,8.96,1013.37,34.6,16.48,Stromy
1081,2/15/2023,0:00:00,winter,2.0,wednesday,7.9,1012.14,73.3,5.54,Sunny
2833,4/29/2023,0:00:00,Spring,4.0,Saturday,14.02,1009.33,60.24,14.05,Stromy
1901,3/21/2023,4:00:00,Spring,3.0,Tuesday,17.36,1008.93,62.28,6.91,windy
1419,3/1/2023,2:00:00,Spring,3.0,Wednesday,14.79,1035.59,35.22,12.12,Windy
3368,5/21/2023,7:00:00,Spring,5.0,Sunday,21.2,1016.62,66.3,0.14,WINDY
2079,3/28/2023,14:00:00,Spring,3.0,Tuesday,19.21,1006.19,67.96,16.61,sunny
958,2/9/2023,21:00:00,Winter,2.0,Thursday,13.91,1016.85,51.96,8.83,Cloudy
1238,2/21/2023,13:00:00,Winter,2.0,Tuesday,6.07,1016.48,58.6,19.52,FOGGY
1299,2/24/2023,2:00:00,Winter,2.0,Friday,10.78,1008.27,27.3,9.43,Cloudy
883,2/6/2023,18:00:00,Winter,2.0,Monday,-1.16,1004.59,77.46,23.15, Foggy
694,1/29/2023,21:00:00,Winter,1.0,Sunday,7.12,1000.61,47.63,10.29,Stromy
995,2/11/2023,10:00:00,Winter,2.0,Saturday,10.53,1024.58,63.52,5.7,WINDY
2670,4/22/2023,5:00:00,Spring,4.0,SATURDAY,23.51,1014.42,47.05,16.83,rainy
1192,2/19/2023,15:00:00,Winter,2.0,Sunday,3.03,1015,37.25,10.48,windy
2400,4/10/2023,23:00:00,spring,4.0,Monday,13.14,1012.7,63.55,10.05,Rainy
619,1/26/2023,18:00:00,Winter,1.0,Thursday,4.07,1001.95,59.56,16.33, Foggy
1318,2/24/2023,21:00:00,Winter,2.0,Friday,1.32,1018.79,74.36,27.53,sunny
843,2/5/2023,2:00:00,Winter,2.0,Sunday,10,1014.05,53.84,4.83,Rainy
291,1/13/2023,2:00:00,Winter,1.0,Friday,-4.5,1031.33,34.16,2.13,  FOGGY  
2290,4/6/2023,9:00:00,Spring,4.0,Thursday,19.56,1017.59,75.97,19.15,RAINY
2075,3/28/2023,10:00:00,Spring,3.0,Tuesday,27.87,1016.02,52.19,18.2,foggy
1965,3/23/2023,20:00:00,Spring,3.0,Thursday,11.97,1005.91,12.25,15.27,Foggy
2161,4/1/2023,0:00:00,Spring,4.0,Saturday,26.09,1006.84,72.15,13.11,sunny
2797,4/27/2023,12:00:00,Spring,4.0,Thursday,15.67,1004.67,70.05,-20,Rainy 
2780,4/26/2023,19:00:00,Spring,4.0,Wednesday,20.2,1012.4,71.39,17.82,  Windy  
682,1/29/2023,9:00:00,Winter,1.0,SUNDAY,17.81,1013.03,70.17,20.05,STORMY
1536,3/5/2023,23:00:00,Spring,3.0,Sunday,15.58,1012.63,54.75,16.1,cloudy
1132,2/17/2023,3:00:00,Winter,2.0,Friday,13.9,1022.15,34.18,16.58,sunny
1618,3/9/2023,9:00:00,Spring,3.0,thursday,20.65,0,55.56,10.11,CLOUDY
1301,2/24/2023,4:00:00,Winter,2.0,Friday,6.35,1008.92,57.24,16.62,Sunny
3047,5/7/2023,10:00 PM,Spring,5.0,Sunday,20.57,1028.38,61.14,9.44, Foggy
3014,5/6/2023,13:00:00,Spring,5.0,Saturday,23.41,1007.72,52.47,13.44,Sunny 
2639,4/20/2023,22:00:00,Spring,4.0,Thursday,11.51,1001.3,70.14,2.91,RAINY
1809,3/17/2023,8:00:00,Spring,3.0,Friday,19.23,1018.81,45.58,19.72,sunny
546,1/23/2023,17:00:00,Winter,1.0,Monday,7.05,1010.14,52.29,20.24,windy
1949,3/23/2023,4:00:00,Spring,3.0,Thursday,13.37,1009.4,56.11,19.16,cloudy
96,1/4/2023,23:00:00,Winter,1.0,WEDNESDAY,3.8,1008.2,23.14,8.85,sunny
791,2/2/2023,22:00:00,winter,2.0,Thursday,4.97,1016.65,48.11,7.83,SUNNY
1923,3/22/2023,2:00:00,Spring,3.0,Wednesday,16.83,1011.43,61.15,8.42,windy
2681,4/22/2023,16:00:00,Spring,4.0,Saturday,17.03,997.17,55.39,12.43, Foggy
3429,5/23/2023,20:00:00,Spring,5.0,Tuesday,22,1008.3,50.26,1.32,Sunny
1998,3/25/2023,5:00:00,Spring,3.0,Saturday,19.62,1017.64,73.14,11.85,SUNNY
274,1/12/2023,9:00 AM,Winter,1.0,Thursday,11.64,1013.42,65.99,11.52, Foggy
568,1/24/2023,15:00:00,Winter,1.0,Tuesday,5.48,1012.35,60.22,9.08,Rainy
364,1/16/2023,3:00:00,Winter,1.0,Monday,9.2,1033.81,63.48,1.44,Cludy
2385,4/10/2023,8:00:00,Spring,4.0,Monday,14.01,1021.15,35.66,10.19,rainy
2854,4/29/2023,21:00:00,Spring,4.0,Saturday,20.01,1014.99,55.52,8.15,Rainy
1788,3/16/2023,11:00:00,Spring,3.0,Thursday,24.83,1007.1,65.3,16.45,Cloudy
3356,5/20/2023,19:00:00,Spring,5.0,saturday,13.44,1015.08,45.64,10.34,Rainy
2521,4/16/2023,0:00:00,Spring,4.0,Sunday,27.24,1002.54,59.1,21.4,rainy
2222,4/3/2023,13:00:00,Spring,4.0,Monday,26.69,1016.43,60.08,11.23,Rainy 
519,1/22/2023,14:00:00,Winter,1.0,Sunday,8.44,1014.58,45.74,10.1,Sunny 
444,1/19/2023,11:00:00,Winter,1.0,Thursday,4.89,1014.56,43.86,4.08,Stromy
239,1/10/2023,22:00:00,Winter,1.0,Tuesday,1.74,1024.55,53.77,18.7,Cludy
374,1/16/2023,13:00:00,Winter,1.0,Monday,missing,1014.48,78.13,24.04,Stromy
1645,3/10/2023,12:00:00,Spring,3.0,Friday,14.96,1004.94,58.81,1.24,Rainy
1553,3/6/2023,16:00:00,Spring,3.0,Monday,17.68,1007.72,69.76,12.76,STORMY
2263,4/5/2023,6:00:00,Spring,4.0,Wednesday,17.03,1020.17,61.33,5.23,CLOUDY
435,1/19/2023,2:00:00,Winter,1.0,Thursday,2.73,1004.46,69.25,22.26,Windy
2266,4/5/2023,9:00:00,Spring,4.0,Wednesday,17.49,1013.3,61.01,7.27,stormy
11,1/1/2023,10:00:00,Winter,1.0,Sunday,11.69,1014.37,53.27,10.19,Stromy
2360,4/9/2023,7:00:00,Spring,4.0,Sunday,18.57,1012.13,67.4,11.38,Stormy
2866,4/30/2023,9:00:00,Spring,4.0,SUNDAY,20.94,1016.5,46.34,2.94,CLOUDY
817,2/4/2023,0:00:00,Winter,2.0,saturday,11.33,1028.53,41.83,9.73,rainy
2253,4/4/2023,20:00:00,Spring,4.0,Tuesday,19.53,1022.18,60.13,4.21,Rainy 
3081,5/9/2023,8:00:00,Spring,5.0,Tuesday,21.11,1019.59,25.31,9.52,FOGGY
3121,5/11/2023,0:00:00,Spring,5.0,Thursday,16.82,1011.93,41.19,18.34,Stormy
282,1/12/2023,17:00:00,Winter,1.0,Thursday,16.17,1003.83,250,7.47,SUNNY
1088,2/15/2023,7:00:00,Winter,2.0,Wednesday,3.3,1008.51,24.46,12.28,stormy
2378,10/4/2023,1:00:00,Spring,4.0,Monday,15.98,1019.63,19.13,5.88,RAINY
1311,2/24/2023,14:00:00,Winter,2.0,Friday,7.49,1006.26,-15,15.93,Sunny
1824,3/17/2023,23:00:00,Spring,3.0,Friday,14.87,1005.17,56.83,9.49,RAINY
1918,3/21/2023,21:00:00,Spring,3.0,Tuesday,17.98,1012.67,66.25,0.09,Stromy
1443,2-Mar-23,2:00:00,Spring,3.0,Thursday,19.03,1000.01,83.33,11.01,Rainy 
2547,4/17/2023,2:00:00,Spring,4.0,monday,14.85,1036.31,35.84,5.5, Foggy
2342,4/8/2023,13:00:00,spring,4.0,Saturday,23.55,1000.99,50.15,20.01,Windy
1434,3/1/2023,5:00 PM,Spring,3.0,Wednesday,23.11,1011.48,46.39,10.31,WINDY
363,1/16/2023,2:00:00,Winter,1.0,Monday,14.19,1013.17,59.63,22.21,FOGGY
2736,4/24/2023,23:00:00,Spring,4.0,Monday,12.42,1004.62,65.32,9.92,  stormy  
977,2/10/2023,16:00:00,Winter,2.0,Friday,16.07,1010.42,74.88,3.56,Foggy
1150,2/17/2023,21:00:00,winter,2.0,Friday,6.61,1023.33,61.33,19.86,rainy
2920,5/2/2023,15:00:00,Spring,5.0,tuesday,18.08,1010.08,38.44,6.25,Cloudy
3210,5/14/2023,17:00:00,Spring,5.0,Sunday,12.93,1008.21,60.92,14.15,Foggy
2570,4/18/2023,1:00:00,Spring,4.0,Tuesday,18.59,1016.13,57.06,19.14,STORMY
148,1/7/2023,3:00:00,Winter,1.0,Saturday,12.15,1006.15,56.07,9.13,stormy
643,1/27/2023,18:00:00,Winter,1.0,Friday,12.29,1011.12,55.57,3.31,Stormy
638,1/27/2023,13:00:00,Winter,1.0,Friday,13.11,1029.71,31.21,0.72,CLOUDY
1791,3/16/2023,14:00:00,spring,3.0,Thursday,19.36,1012.54,63.22,3.96,Sunny 
117,1/5/2023,20:00:00,Winter,1.0,Thursday,7.44,1011.23,64.21,16.55,Sunny 
2387,4/10/2023,10:00:00,Spring,4.0,Monday,25.04,1011.99,65.07,16.48,Rainy
2172,4/1/2023,11:00:00,Spring,4.0,Saturday,22.36,1015.62,38.18,20.28,windy
1162,2/18/2023,9:00:00,Winter,2.0,Saturday,11.19,1025.93,34.11,11.79,RAINY
423,1/18/2023,14:00:00,Winter,1.0,Wednesday,9.42,1010.93,63.8,9.15,cloudy
3306,5/18/2023,17:00:00,Spring,5.0,Thursday,23.28,1024.49,68.47,11.02,Windy
2872,4/30/2023,15:00:00,Spring,4.0,Sunday,15.04,1012.81,19.26,5.39,foggy
1585,3/8/2023,0:00:00,Spring,3.0,Wednesday,21.45,1009.44,57.09,11.73,Rainy
3086,5/9/2023,13:00:00,Spring,5.0,Tuesday,16.08,1010.38,44.08,16.61,Windy
1651,3/10/2023,18:00:00,Spring,3.0,friday,11.55,1013.47,68.69,14.53,sunny
61,1/3/2023,12:00:00,Winter,1.0,Tuesday,4.04,1012.08,62.57,17.19,stormy
2883,5/1/2023,2:00:00,Spring,5.0,Monday,20.98,1005.4,36.73,14.38,SUNNY
727,1/31/2023,6:00:00,Winter,1.0,Tuesday,0.41,1019,48.76,5.22,WINDY
746,2/1/2023,1:00:00,Winter,2.0,Wednesday,9.32,1023.18,65.99,13.73,windy
2134,3/30/2023,21:00:00,Spring,3.0,Thursday,20.4,1024.07,73.99,16.26,Cloudy
160,1/7/2023,15:00:00,Winter,1.0,Saturday,12.12,1013.59,35.65,4.23,Sunny
938,2/9/2023,1:00:00,Winter,2.0,Thursday,15.14,1001.21,46.21,13.97,CLOUDY
3187,5/13/2023,18:00:00,Spring,5.0,Saturday,19.53,1012.88,84.59,7.22,Cloudy
467,1/20/2023,10:00:00,Winter,1.0,Friday,14.52,999.7,70.49,18.76,Foggy
202,1/9/2023,9:00:00,Winter,1.0,Monday,5.83,1010.53,58.33,9.13,Foggy
2376,4/9/2023,23:00:00,Spring,4.0,Sunday,16.66,1023.58,57.63,5.85,cloudy
1207,2/20/2023,6:00:00,Winter,2.0,Monday,7.69,1014.93,56.27,16.79,Foggy
2392,4/10/2023,15:00:00,Spring,4.0,MONDAY,20.35,1013.83,40.2,15.1,SUNNY
163,1/7/2023,18:00:00,Winter,1.0,Saturday,6.85,1018.57,82.73,18.76,windy
2469,4/13/2023,20:00:00,Spring,4.0,Thursday,16.4,1024.13,59.78,11.87,Cludy
2022,3/26/2023,5:00:00,Spring,3.0,Sunday,10.71,1014.88,25.23,10.4,STORMY
3000,5/5/2023,23:00:00,Spring,5.0,Friday,17.64,1019.7,53.49,6.32,Cludy
1212,2/20/2023,11:00:00,Winter,2.0,Monday,13.83,1017.25,22.33,8.82,Windy
659,1/28/2023,10:00:00,Winter,1.0,Saturday,8.99,1015.49,80.5,18.43, Foggy
558,24-Jan-23,5:00:00,Winter,1.0,Tuesday,-1.33,1021.06,44.73,16.74,Stromy
108,1/5/2023,11:00:00,Winter,1.0,Thu,13.29,998.93,37.25,0.24,Stromy
2013,3/25/2023,20:00:00,Spring,3.0,Saturday,11.53,1013.67,38.79,4.94,Stormy
211,1/9/2023,18:00:00,Winter,1.0,Monday,150,1018.4,38.16,14.29,cloudy
268,1/12/2023,3:00:00,Winter,1.0,Thursday,5.66,1015.77,54.3,14.86,cloudy
1735,3/14/2023,6:00:00,SPRING,3.0,Tuesday,25.23,1009.32,48.56,4.19,Foggy
2353,4/9/2023,0:00:00,Spring,4.0,Sunday,16.05,1023.85,54.48,6.56,Cludy
3141,5/11/2023,20:00:00,Spring,5.0,Thursday,17.56,1011.14,48.74,11.5,Rainy 
2881,5/1/2023,0:00:00,Spring,5.0,monday,150,989.73,36.66,6.51,Stormy
3018,5/6/2023,17:00:00,Spring,5.0,Saturday,20.48,1024.86,65.57,16.86, Foggy
1390,2/27/2023,21:00:00,Winter,2.0,Monday,8.38,1021.39,54.56,16.65,cloudy
1747,3/14/2023,18:00:00,Spring,3.0,Tuesday,11.73,1008.56,33.96,24.55,Windy
1169,2/18/2023,16:00:00,Winter,2.0,Saturday,10.4,1004.56,67.34,6.22,STORMY
1677,3/11/2023,20:00:00,Spring,3.0,Saturday,16.75,1003.7,48.8,12.19,Cloudy
2221,4/3/2023,12:00:00,Spring,4.0,Monday,7.22,1010.03,69.72,9.68,foggy
2363,4/9/2023,10:00:00,Spring,4.0,Sunday,16.09,1018.92,52.4,14.49,Cludy
1034,2/13/2023,1:00:00,Winter,2.0,Monday,13.35,1023.18,53.34,9.67,cloudy
725,1/31/2023,4:00:00,Winter,1.0,tuesday,-2.42,1026.8,50.69,13.72,SUNNY
2644,4/21/2023,3:00:00,Spring,4.0,Fri,11.96,1016.3,38.3,14.6,foggy
1793,3/16/2023,16:00:00,Spring,3.0,Thursday,23.43,1013.31,47.75,10.52,Windy
580,1/25/2023,3:00:00,Winter,1.0,Wednesday,12.19,1008.06,46.63,5.4,  SUNNY  
2366,4/9/2023,13:00:00,Spring,4.0,Sunday,19.91,1012.68,53.56,-13.55,SUNNY
513,1/22/2023,8:00:00,Winter,1.0,Sunday,6.36,1014.24,67.38,6.8,SUNNY
382,1/16/2023,21:00:00,Winter,1.0,Monday,6.14,1021.71,83.27,21.26,Rainy 
959,2/9/2023,22:00:00,Winter,2.0,thursday,13.18,1001.62,40.45,9.61,foggy
427,1/18/2023,18:00:00,Winter,1.0,Wednesday,10.05,1011.07,65.09,23.4,Stromy
1937,3/22/2023,16:00:00,Spring,3.0,Wednesday,19.93,1006.52,76.29,13.76,CLOUDY
729,1/31/2023,8:00:00,Winter,1.0,Tuesday,4.35,1019.06,65.28,23.09,Cludy
2001,3/25/2023,8:00:00,Spring,3.0,Saturday,17.83,1008.97,52.41,16.29,RAINY
342,1/15/2023,5:00:00,Winter,1.0,Sunday,13.98,1011.73,54.59,6.4,SUNNY
876,2/6/2023,11:00:00,Winter,2.0,Monday,13.9,1007.98,-15,12.31,stormy
451,1/19/2023,18:00:00,Winter,1.0,Thursday,17.51,1012.51,44.37,2.92,Cloudy
1699,3/12/2023,18:00:00,Spring,3.0,Sunday,22.45,1008.14,52,20.4,windy
2598,4/19/2023,5:00:00,spring,4.0,Wednesday,27.06,1017.63,17.63,19.3,Stromy
713,1/30/2023,16:00:00,Winter,1.0,Monday,4.96,1008.69,46.78,17,RAINY
1041,2/13/2023,8:00:00,winter,2.0,Monday,8.06,1016.84,50.97,0.98,Sunny 
242,1/11/2023,1:00:00,Winter,1.0,Wednesday,7.55,1024.52,44.85,22.81,WINDY
1545,3/6/2023,8:00:00,Spring,3.0,Monday,17.21,1003.32,78.87,17.26,STORMY
2064,3/27/2023,23:00:00,Spring,3.0,Monday,8.6,1004.8,56.72,20.56,Windy
2446,4/12/2023,21:00:00,Spring,4.0,Wednesday,15.71,1021.57,38.35,13.94,WINDY
662,1/28/2023,13:00:00,Winter,1.0,Saturday,2.55,1006.72,49.44,3.57,Sunny
476,1/20/2023,19:00:00,Winter,1.0,Friday,11.48,1010.33,72.6,14.22,sunny
2898,5/1/2023,17:00:00,Spring,5.0,Monday,16.46,1005.26,63.47,5.03,stormy
1271,2/22/2023,22:00:00,Winter,2.0,Wednesday,3.03,1014.09,56.27,5.58,cloudy
970,2/10/2023,9:00:00,Winter,2.0,Friday,12.75,1014.94,32.01,10.82,Foggy
1686,3/12/2023,5:00:00,Spring,3.0,Sunday,9.45,1009.86,31.48,3.05,Cludy
2948,5/3/2023,19:00:00,Spring,5.0,Wednesday,26.02,1018.44,31.73,21.03,  cloudy  
3024,5/6/2023,23:00:00,Spring,5.0,Saturday,17.96,1010.51,64.93,13.37,sunny
2654,4/21/2023,13:00:00,Spring,4.0,Friday,24.92,1007.56,57.73,13.77,FOGGY
745,2/1/2023,0:00:00,Winter,2.0,Wednesday,14.32,1006.23,63.15,13.2,Rainy 
1891,3/20/2023,18:00:00,Spring,3.0,Monday,10.34,1003.97,69.59,17.24,Sunny 
2034,3/26/2023,5:00 PM,Spring,3.0,Sunday,19.41,1027.66,32.05,11.27,RAINY
2909,5/2/2023,4:00:00,Spring,5.0,Tuesday,30.13,1015.95,69.66,13.08,FOGGY
3103,10-May-23,6:00:00,Spring,5.0,Wednesday,13.82,998.07,78.85,7.68,STORMY
2579,4/18/2023,10:00:00,Spring,4.0,Tuesday,15.17,1019.49,45.19,17.49,cloudy
882,2/6/2023,17:00:00,Winter,2.0,Monday,5.09,1003.61,52.03,24.41,Sunny
2073,3/28/2023,8:00:00,Spring,3.0,TUESDAY,14.83,997.75,53.67,25.26,RAINY
