record_id,date,time,season,month,day_of_week,temperature,pressure,humidity,wind_speed,weather_condition
798,2023-02-03,05:00:00,WINTER,2,Friday,12.46,1027.64,48.85,16.27,Rainy 
573,2023-01-24,20:00:00,Winter,1,Tuesday,5.01,1024.38,81.08,17.87,CLOUDY
2714,2023-04-24,01:00:00,Spring,4,monday,16.98,1009.91,42.8,7.38,Rainy 
2030,2023-03-26,13:00:00,Spring,3,Sunday,12.93,1015.71,51.52,12.06,Stormy
3383,2023-05-21,10:00 PM,Spring,5,SUNDAY,26.91,1017.53,64.57,17.22,rainy
929,2023-02-08,16:00:00,Winter,2,Wednesday,9.41,995.94,70.19,11.05,SUNNY
45,2023-01-02,20:00:00,Winter,1,Monday,8.07,1024.63,51.03,28.32,SUNNY
351,2023-01-15,14:00:00,Winter,1,Sunday,,1017.29,,16.31,Stromy
2479,2023-04-14,06:00:00,Spring,4,Friday,14.41,,64.82,13.74,Rainy
2330,2023-04-08,01:00:00,Spring,4,Saturday,16.58,1005.02,48.04,5.41,Stormy
1548,2023-03-06,11:00:00,Spring,3,Monday,17.88,1023.23,71.24,5.54,sunny
2491,2023-04-14,18:00:00,Spring,4,Friday,12.65,,65.33,,WINDY
641,2023-01-27,16:00:00,Winter,1,Friday,2.93,1013.69,41.12,13.53,CLOUDY
1370,2023-02-27,01:00:00,Winter,2,Monday,7.08,1012.84,47.77,18.59,
426,2023-01-18,,Winter,1,Wednesday,9.75,1016.91,64.52,18.66, Foggy
1495,2023-03-04,06:00:00,Spring,3,Saturday,26.27,1017.98,58.6,14.92,sunny
ID_796,2023-02-03,03:00:00,Winter,2,Friday,12.89,1017.18,38.44,10.02,foggy
2631,2023-04-20,14:00:00,Spring,4,Thursday,15.94,1014.16,250.0,11.63,  FOGGY  
186,2023-01-08,17:00:00,Winter,1,Sunday,-1.2,1002.76,45.63,12.16,WINDY
251,2023-01-11,10:00:00,Winter,1,Wednesday,15.0,1020.4,55.89,8.12,windy
511,2023-01-22,06:00:00,Winter,1,Sunday,,1009.73,47.14,12.91,windy
2730,2023-04-24,17:00:00,Spring,4,Monday,17.82,1008.78,39.65,10.29,Cloudy
1558,2023-03-06,21:00:00,Spring,3,Monday,22.15,1007.95,59.37,9.82, Foggy
151,2023-01-07,06:00:00,Winter,1,Saturday,11.78,1005.62,68.04,20.13,WINDY
15,2023-01-01,14:00:00,Winter,1,Sunday,3.8,1010.53,59.97,-17.85,Stromy
3409,2023-05-23,00:00:00,Spring,5,Tuesday,23.82,1012.8,21.57,14.25,SUNNY
2170,2023-04-01,09:00:00,Spring,4,Saturday,,1016.57,61.35,2.37,Cloudy
2607,2023-04-19,14:00:00,Spring,4,Wednesday,13.23,1017.06,54.4,8.99,rainy
690,2023-01-29,17:00:00,Winter,1,Sunday,8.98,1006.93,38.04,15.74,RAINY
2692,2023-04-23,03:00:00,Spring,4,Sunday,25.78,1020.46,9.72,21.47,RAINY
2977,2023-05-05,00:00:00,Spring,5,Friday,16.79,1033.64,250.0,1.15,CLOUDY
1105,2023-02-16,00:00:00,Winter,2,Thursday,9.31,997.4,49.74,1.31,Rainy
3107,2023-05-10,10:00:00,Spring,5,Wednesday,16.4,1008.14,44.26,12.51,stormy
379,2023-01-16,18:00:00,Winter,1,Monday,4.42,998.07,,11.27,RAINY
2136,2023-03-30,23:00:00,Spring,3,Thursday,16.4,1002.1,44.74,11.95,FOGGY
2653,2023-04-21,12:00:00,Spring,4,Friday,23.67,1007.62,51.95,18.73,FOGGY
710,2023-01-30,13:00:00,Winter,1,Monday,17.52,1026.01,88.28,11.05, Foggy
1143,2023-02-17,14:00:00,Winter,2,Friday,15.26,1013.11,46.05,10.2,Cludy
1780,2023-03-16,03:00:00,Spring,3,Thursday,26.77,1010.08,42.39,16.12,Rainy 
2206,2023-04-02,21:00:00,Spring,4,Sunday,19.9,1023.74,58.98,8.11,STORMY
321,2023-01-14,08:00:00,Winter,1,Saturday,8.67,1011.78,65.62,17.74,Rainy
3376,2023-05-21,15:00:00,Spring,5,Sunday,20.15,1014.89,66.51,15.23,Rainy 
910,2023-02-07,09:00 PM,winter,2,TUESDAY,6.3,1015.96,53.14,14.75,Rainy
1620,2023-03-09,11:00:00,Spring,3,Thursday,23.19,1005.72,51.34,13.77,CLOUDY
1486,2023-03-03,21:00:00,Spring,3,Friday,11.4,1019.17,55.02,2.73,Stromy
2943,03-May-2023,14:00:00,Spring,5,Wednesday,18.04,,26.12,16.36,Rainy 
118,2023-01-05,21:00:00,Winter,1,Thursday,5.35,1008.39,50.87,1.81,STORMY
2303,2023-04-06,22:00:00,Spring,4,Thursday,19.24,1020.09,33.23,6.45,WINDY
2212,2023-04-03,03:00:00,Spring,4,Monday,20.18,1007.07,49.84,12.73,WINDY
878,2023-02-06,13:00:00,Winter,2,Monday,999.0,1008.73,73.31,6.74,SUNNY
648,2023-01-27,23:00:00,Winter,1,Friday,4.0,1012.49,73.56,9.26,Rainy
1010,2023-02-12,01:00:00,Winter,2,Sunday,10.58,1011.23,54.67,7.87,Sunny
2029,2023-03-26,12:00:00,Spring,3,Sunday,9.22,1002.85,41.67,11.04,STORMY
1804,2023-03-17,03:00:00,Spring,3,Friday,11.55,1009.74,55.21,15.38,WINDY
3139,2023-05-11,18:00:00,Spring,5,Thursday,20.62,1017.84,48.48,3.03,
3239,2023-05-15,10:00 PM,Spring,5,Monday,28.59,1003.2,70.37,6.03,sunny
2116,2023-03-30,03:00:00,Spring,3,Thursday,14.25,995.7,61.88,5.37,Cloudy
2890,2023-05-01,09:00:00,Spring,5,Monday,20.11,996.89,,5.3,Cludy
2860,2023-04-30,03:00:00,Spring,4,Sunday,17.06,1023.21,60.57,12.11,Windy
2868,2023-04-30,11:00:00,Spring,4,Sunday,16.79,1013.98,74.3,11.25,windy
2554,2023-04-17,09:00:00,Spring,4,monday,21.35,1012.1,26.3,6.21,windy
2163,2023-04-01,02:00:00,Spring,4,Saturday,19.23,1004.0,38.67,15.37,foggy
1749,2023-03-14,20:00:00,Spring,3,Tuesday,22.73,1021.59,45.54,10.21,rainy
3009,2023-05-06,08:00:00,Spring,5,Sat,17.38,1012.37,74.58,7.72,Cludy
2817,28-Apr-2023,08:00:00,Spring,4,Friday,19.58,1023.93,59.21,16.85,Rainy
1094,2023-02-15,13:00:00,Winter,2,Wednesday,2.54,1014.08,69.92,15.88,FOGGY
79,2023-01-04,06:00:00,Winter,1,Wednesday,,1019.51,74.58,12.13,CLOUDY
3424,2023-05-23,15:00:00,Spring,5,Tuesday,27.0,1008.61,42.22,13.78,Cloudy
2003,2023-03-25,10:00:00,Spring,3,Saturday,16.44,1021.25,50.68,,Foggy
507,2023-01-22,02:00:00,Winter,1,Sunday,-7.1,1014.47,82.01,19.43,WINDY
2298,2023-04-06,17:00:00,Spring,4,Thursday,17.55,1025.88,40.91,1.15,Foggy
2227,2023-04-03,18:00:00,Spring,4,Monday,15.88,1006.88,66.01,2.77,STORMY
2986,2023-05-05,,Spring,5,Friday,22.92,1019.33,66.81,14.76,Rainy 
1698,2023-03-12,17:00:00,Spring,3,Sunday,,1018.5,53.67,9.28,CLOUDY
644,2023-01-27,19:00:00,Winter,1,Friday,6.5,1012.6,94.31,5.33,Cloudy
1972,2023-03-24,03:00:00,Spring,3,Friday,18.71,1016.8,72.56,2.07, Foggy
1346,2023-02-26,01:00:00,Winter,2,Sunday,5.07,1008.04,41.37,22.11,Windy
2325,2023-04-07,20:00:00,Spring,4,Friday,14.2,1007.32,56.95,5.62,Rainy 
2535,2023-04-16,14:00:00,Spring,4,Sunday,12.03,998.33,70.27,4.22,rainy
3347,2023-05-20,10:00:00,Spring,5,Saturday,,1014.63,52.26,22.07,WINDY
20,2023-01-01,19:00:00,Winter,1,Sunday,8.44,1010.61,56.38,0.07,SUNNY
1127,2023-02-16,22:00:00,WINTER,2,Thursday,6.93,1016.04,65.36,13.59,sunny
1135,2023-02-17,06:00:00,Winter,2,Friday,9.08,1010.57,51.72,16.6,Cludy
906,2023-02-07,17:00:00,Winter,2,Tuesday,1.14,1015.81,25.33,12.28,Rainy
860,2023-02-05,19:00:00,Winter,2,Sunday,10.87,1002.79,150.0,13.76,cloudy
2933,2023-05-03,04:00:00,Spring,5,Wednesday,15.5,1017.26,39.55,26.67,Foggy
614,2023-01-26,13:00:00,Winter,1,Thursday,7.66,1007.27,65.23,20.92, Foggy
233,2023-01-10,16:00:00,Winter,1,Tuesday,15.83,1012.47,46.67,23.29,STORMY
1900,2023-03-21,03:00:00,Spring,3,Tuesday,10.14,1004.58,69.91,13.53,SUNNY
2302,2023-04-06,21:00:00,Spring,4,Thursday,12.4,999.36,70.79,0.94,windy
1636,2023-03-10,03:00:00,Spring,3,Friday,19.4,991.6,28.74,10.94,
2918,2023-05-02,13:00:00,Spring,5,Tuesday,17.51,999.53,30.8,12.05,cloudy
2763,2023/04/26,02:00:00,Spring,4,Wednesday,17.07,1030.37,76.67,1.97,STORMY
3049,08-May-2023,00:00:00,Spring,5,Monday,19.3,1019.4,,15.04,rainy
2261,2023-04-05,04:00:00,Spring,4,Wednesday,19.08,1015.37,61.05,1.05,SUNNY
2667,2023-04-22,02:00:00,Spring,4,Sat,21.39,1012.94,67.78,17.49,SUNNY
1176,2023-02-18,23:00:00,Winter,2,Saturday,3.04,1001.44,64.99,15.47,cloudy
1213,2023-02-20,12:00:00,Winter,2,Monday,5.19,1016.83,15.63,27.29,stormy
2052,2023-03-27,11:00:00,Spring,3,Monday,16.01,1009.43,64.18,2.64,Sunny 
2689,2023-04-23,00:00:00,Spring,4,Sunday,6.76,1004.0,46.29,11.98,CLOUDY
2347,2023-04-08,18:00:00,Spring,4,Saturday,14.38,1015.93,43.06,22.48,sunny
1608,2023-03-08,23:00:00,Spring,3,Wednesday,24.76,1009.27,45.57,-20.0,WINDY
1374,2023-02-27,05:00:00,Winter,2,Monday,6.11,1029.66,61.46,4.35,SUNNY
3183,2023-05-13,14:00:00,Spring,5,Saturday,18.25,1016.26,28.63,15.42,windy
2439,2023-04-12,14:00:00,Spring,4,Wednesday,12.62,1015.69,48.13,18.28,Stormy
103,2023-01-05,06:00:00,WINTER,1,Thursday,8.6,1017.12,65.67,5.25,Cloudy
2398,2023-04-10,21:00:00,Spring,4,Monday,7.7,1019.39,68.15,10.13,WINDY
591,2023-01-25,14:00:00,Winter,1,wednesday,2.85,1002.18,32.16,18.68,sunny
1471,2023-03-03,06:00 AM,Spring,3,Fri,5.98,1024.14,65.08,3.0,foggy
1020,2023-02-12,11:00:00,Winter,2,Sunday,6.18,996.94,49.17,10.17,Foggy
2447,2023/04/12,22:00:00,Spring,4,Wednesday,10.26,1014.63,,22.06,cloudy
2213,2023-04-03,04:00:00,Spring,4,Monday,15.5,1018.35,83.04,7.47,Sunny 
2514,2023-04-15,,spring,4,SATURDAY,14.64,,38.43,14.6,windy
2812,2023-04-28,03:00:00,spring,4,Friday,24.49,1012.36,,11.42,sunny
3261,2023-05-16,20:00:00,SPRING,5,Tuesday,13.52,1009.12,81.07,6.15,stormy
1477,2023-03-03,12:00:00,Spring,3,Friday,13.53,1009.9,52.36,5.4,Foggy
1726,2023-03-13,21:00:00,Spring,3,Monday,22.73,0.0,61.34,9.2,RAINY
320,2023-01-14,07:00:00,Winter,1,Saturday,19.6,1016.15,57.88,10.15,Rainy 
2274,2023-04-05,17:00:00,Spring,4,Wednesday,12.22,1023.25,73.25,12.93,cloudy
80,2023-01-04,07:00:00,Winter,1,Wednesday,11.41,1010.52,59.86,11.22,Cloudy
453,2023-01-19,20:00:00,Winter,1,Thursday,0.09,1020.16,47.75,12.88,Windy
1516,2023-03-05,03:00:00,Spring,3,Sunday,18.25,1018.78,49.52,26.33, Foggy
1493,2023-03-04,04:00:00,Spring,3,Saturday,19.69,1008.26,69.64,,STORMY
872,2023-02-06,07:00:00,Winter,2,Monday,2.95,1008.88,77.95,15.99,
3219,2023-05-15,02:00:00,Spring,5,Monday,19.16,1013.58,35.9,4.09,
2776,2023-04-26,15:00:00,Spring,4,Wednesday,19.85,1005.07,40.51,13.42, Foggy
2953,2023-05-04,00:00:00,Spring,5,Thursday,23.37,1019.96,42.85,4.49,Rainy 
848,2023-02-05,07:00:00,Winter,2,Sunday,12.31,1014.11,31.35,7.18,CLOUDY
2438,2023-04-12,13:00:00,spring,4,Wednesday,14.59,1022.22,47.73,12.86,FOGGY
2594,2023-04-19,01:00:00,Spring,4,Wednesday,19.65,1008.48,57.15,15.45,Foggy
3299,2023-05-18,10:00:00,Spring,5,Thursday,?,998.71,39.95,3.11,WINDY
3016,06/05/2023,15:00:00,Spring,5,Saturday,15.11,,45.94,13.32,Foggy
3056,08-May-2023,07:00:00,Spring,5,Monday,20.79,1011.62,69.15,14.68,Cloudy
1185,2023-02-19,08:00:00,Winter,2,Sunday,4.05,1013.27,34.52,16.21,Rainy 
3087,2023-05-09,02:00 PM,Spring,5,Tuesday,13.4,1019.8,58.12,11.73,Rainy 
585,2023-01-25,08:00:00,Winter,1,Wednesday,10.5,1013.4,55.11,8.04,CLOUDY
2503,2023-04-15,06:00:00,Spring,4,Saturday,13.76,1019.55,68.83,17.11,WINDY
1947,2023-03-23,02:00:00,Spring,3,Thursday,18.97,1013.48,56.59,8.17,Rainy 
1844,2023-03-18,19:00:00,Spring,3,Saturday,16.03,997.73,62.06,23.83,Stormy
327,2023-01-14,14:00:00,Winter,1,Saturday,10.68,1005.81,55.42,11.95,sunny
3101,2023-05-10,04:00:00,Spring,5,Wednesday,21.79,1018.52,52.0,16.1,foggy
1963,2023-03-23,18:00:00,Spring,3,Thursday,14.75,1010.39,85.04,10.15,Cloudy
1568,2023-03-07,07:00:00,Spring,3,Tuesday,22.84,1016.95,49.56,16.45,Cludy
2784,2023-04-26,23:00:00,Spring,4,Wednesday,19.81,1022.3,57.71,3.94,sunny
2549,2023-04-17,04:00:00,Spring,4,Monday,23.39,1012.86,49.98,15.39,rainy
3292,,03:00:00,Spring,5,Thursday,13.48,1006.47,64.74,1.76,sunny
3106,2023-05-10,09:00:00,Spring,5,Wednesday,13.23,1000.67,36.68,17.19,Foggy
220,2023-01-10,03:00:00,Winter,1,Tuesday,5.41,1014.79,54.75,19.13,windy
1843,2023-03-18,18:00:00,Spring,3,Saturday,11.57,1008.96,58.13,12.35,rainy
136,2023-01-06,15:00:00,Winter,1,Friday,12.18,,62.95,20.65, Foggy
1807,2023-03-17,06:00:00,Spring,3,Friday,,1004.03,54.14,11.7,Cludy
3337,2023-05-20,00:00:00,SPRING,5,Saturday,18.66,1015.9,54.78,8.51, Foggy
141,2023-01-06,20:00:00,Winter,1,Friday,9.45,1029.6,68.07,10.04,Sunny
485,2023-01-21,04:00:00,Winter,1,Saturday,9.27,1016.74,71.29,12.59,sunny
1511,2023-03-04,22:00:00,Spring,3,Saturday,22.77,1022.75,88.03,9.86,foggy
3232,2023-05-15,15:00:00,Spring,5,Monday,20.22,1012.69,75.2,14.24,Rainy
1950,2023-03-23,,Spring,3,Thursday,11.3,1010.44,57.16,1.0,Rainy 
1400,2023-02-28,07:00:00,Winter,2,Tuesday,10.05,1010.79,56.7,14.75,WINDY
957,2023-02-09,20:00:00,Winter,2,Thursday,4.65,1022.37,,14.93,Cloudy
135,2023-01-06,14:00:00,Winter,1,Friday,3.7,1009.92,70.09,8.54,FOGGY
198,2023-01-09,05:00:00,Winter,1,Monday,7.65,999.71,61.44,13.25,Rainy 
1970,2023-03-24,01:00:00,Spring,3,Friday,15.04,1015.62,46.27,14.39,Stormy
2690,2023-04-23,01:00:00,Spring,4,sunday,17.27,1012.03,61.12,6.58,Sunny
442,2023-01-19,09:00:00,Winter,1,thursday,6.77,1006.25,87.56,10.94,Foggy
2159,2023-03-31,22:00:00,Spring,3,Friday,,1022.17,38.32,4.99,Stromy
2531,,10:00:00,Spring,4,Sunday,30.52,1009.13,65.49,2.35,WINDY
3285,2023-05-17,20:00:00,Spring,5,Wednesday,15.93,1006.18,64.15,11.13,windy
230,2023-01-10,13:00:00,Winter,1,Tuesday,11.04,1014.49,48.3,13.16,SUNNY
403,2023-01-17,18:00:00,Winter,1,Tuesday,9.62,1010.98,50.62,2.62,FOGGY
3149,2023-05-12,04:00:00,Spring,5,Friday,13.89,1036.76,,7.22,Sunny 
3201,2023-05-14,08:00:00,SPRING,5,Sunday,25.97,,51.58,12.57,Sunny 
456,2023-01-19,23:00:00,Winter,1,Thursday,7.34,1013.61,51.63,8.1,FOGGY
3329,2023-05-19,16:00:00,Spring,5,Friday,21.23,1004.13,65.24,13.74,stormy
3156,2023-05-12,11:00:00,Spring,5,Friday,15.58,1012.77,44.27,11.73,Foggy
2294,2023-04-06,13:00:00,Spring,4,Thursday,21.16,1003.79,71.57,9.73,SUNNY
1382,2023-02-27,13:00:00,Winter,2,Monday,3.72,1008.11,71.78,12.08,Windy
1864,2023-03-19,15:00:00,spring,3,Sunday,12.68,1021.17,39.16,5.7,rainy
3364,2023-05-21,03:00:00,Spring,5,Sunday,12.38,1013.65,42.26,12.91,rainy
2803,2023-04-27,18:00:00,Spring,4,Thursday,20.43,1026.42,69.93,11.51,sunny
1044,2023-02-13,11:00:00,WINTER,2,Monday,5.58,1005.27,,14.95,FOGGY
2694,2023-04-23,05:00:00,Spring,4,Sunday,22.39,NA,84.91,13.3,Stromy
1575,2023-03-07,14:00:00,Spring,3,Tuesday,,1003.93,,8.49,Sunny
1,2023-01-01,00:00:00,Winter,1,Sunday,10.48,1011.89,64.72,21.14,Stormy
739,2023-01-31,18:00:00,Winter,1,Tuesday,10.33,1025.17,40.77,22.48,WINDY
832,2023-02-04,15:00:00,Winter,2,Sat,13.52,1016.8,54.96,8.46,rainy
920,2023-02-08,07:00:00,Winter,2,Wednesday,8.37,1011.8,72.88,11.5,windy
1028,2023-02-12,19:00:00,Winter,2,Sunday,7.0,1014.85,72.19,7.34,cloudy
819,2023-02-04,02:00:00,Winter,2,Saturday,12.41,1018.77,41.26,20.13,foggy
360,2023-01-15,23:00:00,Winter,1,Sunday,6.76,1025.86,62.36,16.41,foggy
2779,2023-04-26,18:00:00,Spring,4,Wednesday,18.16,1009.94,53.25,14.94,
1117,2023-02-16,12:00:00,Winter,2,Thursday,5.1,1003.75,67.75,14.51,WINDY
2620,2023-04-20,03:00:00,spring,4,Thursday,13.03,1022.22,83.51,14.36,  Foggy  
3028,2023-05-07,03:00:00,Spring,5,Sunday,18.56,1010.38,62.38,16.58,
2486,2023-04-14,13:00:00,Spring,4,Friday,15.16,1027.41,85.33,22.99,Rainy 
1114,2023-02-16,09:00:00,Winter,2,Thursday,N/A,1015.37,74.01,13.73,Stromy
754,2023-02-01,09:00:00,Winter,2,Wednesday,1.56,1001.82,46.25,18.23,sunny
3142,2023-05-11,21:00:00,Spring,5,Thursday,12.49,1009.52,63.0,9.9,stormy
1417,2023-03-01,00:00:00,Spring,3,Wednesday,15.56,1001.51,,16.3,Rainy 
2924,2023-05-02,19:00:00,Spring,5,Tuesday,25.42,1009.25,47.45,5.92,Rainy
2565,2023-04-17,20:00:00,Spring,4,Monday,21.43,1010.9,48.46,11.8,Rainy 
3083,2023-05-09,10:00:00,Spring,5,tuesday,16.17,1012.43,41.74,12.86,RAINY
2259,2023-04-05,02:00:00,Spring,4,Wednesday,,1003.56,54.56,14.37,FOGGY
3228,2023-05-15,11:00:00,Spring,5,Monday,21.24,1013.34,57.48,7.76,cloudy
1422,2023-03-01,05:00:00,Spring,3,Wednesday,,1001.05,73.83,9.01,Stromy
1738,2023-03-14,09:00:00,Spring,3,Tuesday,16.16,1018.62,,,Rainy 
1911,2023-03-21,14:00:00,Spring,3,Tuesday,7.66,1013.72,48.36,12.05,WINDY
800,2023-02-03,07:00:00,WINTER,2,Friday,11.56,997.93,49.42,14.62,Stormy
2436,2023-04-12,11:00:00,Spring,4,Wednesday,13.93,1003.68,33.1,13.13,WINDY
2601,2023/04/19,08:00:00,Spring,4,wednesday,17.68,1012.37,72.98,12.09,
2614,2023-04-19,21:00:00,Spring,4,Wednesday,22.58,1022.49,40.17,9.05,
2104,2023-03-29,15:00:00,Spring,3,Wednesday,12.71,1015.09,46.33,13.77,Rainy
2518,2023-04-15,21:00:00,Spring,4,Saturday,19.08,1010.18,48.39,5.3,sunny
1113,2023-02-16,08:00:00,Winter,2,Thursday,10.4,1024.97,47.58,9.01,STORMY
2660,2023-04-21,19:00:00,spring,4,Friday,,1003.47,,11.83,Stormy
597,2023-01-25,20:00:00,Winter,1,Wednesday,8.16,1006.93,,6.45,FOGGY
2814,2023-04-28,05:00:00,Spring,4,Friday,13.7,1018.43,50.43,15.72,
3003,2023-05-06,02:00:00,Spring,5,Saturday,16.16,1009.74,45.83,16.73,cloudy
1254,2023-02-22,05:00:00,Winter,2,Wednesday,8.04,1011.1,56.15,8.93,windy
1394,2023-02-28,01:00:00,Winter,2,Tuesday,6.28,,40.3,0.26,Cludy
2548,2023-04-17,03:00:00,Spring,4,Monday,19.17,,42.46,10.41,Windy
1087,2023-02-15,06:00 AM,Winter,2,Wednesday,4.73,1013.22,54.29,2.51,Stormy
3004,2023-05-06,03:00:00,Spring,5,Saturday,14.77,1019.77,55.28,8.87,Sunny 
216,2023-01-09,23:00:00,Winter,1,Monday,9.01,1000.87,78.21,22.78,Stromy
1678,2023-03-11,21:00:00,Spring,3,Saturday,25.31,1010.68,71.09,20.57,
1198,2023/02/19,21:00:00,Winter,2,Sunday,999.0,,51.02,9.6,Sunny 
1831,2023-03-18,06:00:00,Spring,3,Sat,21.18,1012.06,48.17,13.47,FOGGY
820,2023-02-04,03:00:00,Winter,2,Saturday,13.85,1014.07,56.19,15.32,cloudy
653,2023-01-28,04:00:00,Winter,1,Saturday,12.49,1023.2,64.77,5.17,Rainy
3427,2023-05-23,18:00:00,SPRING,5,Tuesday,20.61,1022.22,32.9,14.11,SUNNY
1220,2023-02-20,19:00:00,Winter,2,Monday,1.3,,44.78,17.81,CLOUDY
2512,2023-04-15,15:00:00,Spring,4,Saturday,13.86,1013.96,61.76,13.26,
1760,2023-03-15,07:00:00,Spring,3,Wednesday,10.14,1005.54,20.71,7.3,Rainy
1249,2023-02-22,00:00:00,winter,2,WEDNESDAY,7.43,,,,Rainy 
67,2023-01-03,18:00:00,Winter,1,Tuesday,,1003.02,79.49,3.42,Windy
2994,2023-05-05,17:00:00,Spring,5,Friday,13.17,1006.5,45.05,3.75,Windy
549,2023-01-23,20:00:00,Winter,1,Monday,18.12,,57.85,8.03,Windy
130,2023-01-06,09:00:00,Winter,1,Friday,10.5,1005.18,56.49,16.51, Foggy
2901,2023-05-01,20:00:00,Spring,5,Monday,8.72,1016.89,38.4,12.61, Foggy
2205,2023-04-02,20:00:00,Spring,4,Sunday,16.66,1013.65,62.27,13.6,foggy
947,2023-02-09,10:00:00,WINTER,2,Thursday,10.32,1008.6,59.75,6.69,FOGGY
3089,2023-05-09,16:00:00,Spring,5,Tuesday,6.15,1011.42,68.87,15.4,STORMY
2839,2023-04-29,06:00:00,Spring,4,Saturday,25.77,1023.96,66.02,20.53,FOGGY
1404,2023-02-28,11:00:00,WINTER,2,Tuesday,13.19,1013.75,47.34,3.32,FOGGY
1175,2023-02-18,22:00:00,Winter,2,SATURDAY,10.55,1023.18,56.89,9.19,WINDY
1342,2023-02-25,21:00:00,Winter,2,Saturday,7.05,1001.02,75.45,10.18,WINDY
1170,2023-02-18,17:00:00,Winter,2,Saturday,11.46,1021.85,67.92,13.51,rainy
373,2023-01-16,12:00:00,Winter,1,Monday,,,46.72,27.35,Stromy
252,2023-01-11,11:00:00,Winter,1,Wednesday,11.49,1016.15,68.43,-15.81,stormy
2651,2023-04-21,10:00:00,Spring,4,Friday,23.94,1007.68,42.16,4.88,STORMY
2957,2023-05-04,04:00:00,Spring,5,Thursday,12.41,1019.58,80.21,11.99,RAINY
1632,2023-03-09,23:00:00,Spring,3,Thursday,23.6,1015.26,49.91,11.75,Cludy
234,2023-01-10,17:00:00,Winter,1,Tuesday,0.76,995.41,61.6,8.99,windy
1071,2023-02-14,14:00:00,winter,2,Tuesday,18.47,1000.9,72.39,17.84,RAINY
737,2023-01-31,16:00:00,Winter,1,Tuesday,9.62,1003.82,56.28,5.95,cloudy
1218,2023-02-20,17:00:00,Winter,2,Monday,,1008.82,101.15,20.16,cloudy
2632,2023-04-20,15:00:00,Spring,4,Thursday,19.14,,46.55,6.32,RAINY
2612,2023-04-19,19:00:00,Spring,4,Wednesday,20.43,1014.58,66.6,5.69,Rainy 
1498,2023-03-04,09:00:00,Spring,3,Saturday,,1009.85,63.07,13.84,  sunny  
1420,2023-03-01,,Spring,3,Wednesday,18.9,1023.76,60.4,9.01,WINDY
1366,2023-02-26,21:00:00,Winter,2,Sunday,7.82,1018.28,71.35,7.51,SUNNY
1931,2023-03-22,10:00:00,Spring,3,Wednesday,17.14,1024.51,57.48,12.08,Sunny
839,2023-02-04,22:00:00,Winter,2,Saturday,10.14,1013.62,46.09,11.01,  FOGGY  
47,2023-01-02,22:00:00,Winter,1,Monday,6.88,1018.71,62.1,11.56,sunny
2357,2023-04-09,04:00:00,Spring,4,Sunday,22.34,1013.18,40.33,8.33,Cloudy
660,2023-01-28,11:00:00,Winter,1,Saturday,,1020.53,39.51,14.39,Stormy
1077,2023-02-14,20:00:00,Winter,2,Tuesday,1.46,1000.22,45.55,16.39,Stormy
1870,2023-03-19,21:00:00,Spring,3,Sunday,6.77,1014.56,83.78,9.88,foggy
933,2023-02-08,20:00:00,winter,2,Wednesday,2.0,994.47,67.87,7.03,rainy
2478,2023-04-14,05:00:00,Spring,4,Friday,,1024.31,58.28,17.81,windy
2859,2023-04-30,02:00:00,Spring,4,Sunday,7.1,1012.55,29.81,4.75,WINDY
25,2023-01-02,00:00:00,Winter,1,Monday,9.48,1015.09,55.08,10.59,windy
1763,2023-03-15,10:00:00,Spring,3,Wednesday,11.64,1003.78,69.52,14.39,  Cloudy  
2112,2023-03-29,23:00:00,Spring,3,Wednesday,18.94,1006.19,64.98,25.26,rainy
2861,2023-04-30,04:00:00,Spring,4,Sunday,17.9,1007.29,,14.56,Sunny
2035,2023-03-26,18:00:00,Spring,3,Sunday,13.46,1017.83,30.74,14.08,windy
1549,2023-03-06,12:00:00,Spring,3,Monday,14.63,1020.66,14.31,11.1,Foggy
2904,2023-05-01,23:00:00,Spring,5,Monday,20.39,,49.49,12.19,  stormy  
3124,2023-05-11,03:00:00,spring,5,Thursday,12.55,1001.52,56.6,8.74,Stromy
2427,2023-04-12,02:00:00,Spring,4,Wednesday,20.71,1006.53,,17.96, Foggy
2922,02-May-2023,17:00:00,Spring,5,Tuesday,23.91,1017.06,71.71,4.8,cloudy
1260,2023-02-22,11:00:00,Winter,2,Wednesday,18.93,1007.51,79.36,14.3,sunny
3290,2023-05-18,01:00:00,Spring,5,Thursday,11.67,1028.09,31.83,18.91,Foggy
696,2023-01-29,23:00:00,Winter,1,Sunday,12.37,1007.8,36.95,5.75,RAINY
1320,2023-02-24,23:00:00,Winter,2,Friday,0.65,1002.9,43.36,12.47,WINDY
2164,2023-04-01,03:00:00,Spring,4,Saturday,20.81,1011.9,66.7,4.95,Sunny 
1984,2023-03-24,15:00:00,Spring,3,Friday,17.13,1023.88,,17.1,Windy
2754,2023-04-25,17:00:00,Spring,4,Tuesday,17.33,1006.79,69.12,12.46,CLOUDY
2973,2023-05-04,20:00:00,Spring,5,Thursday,17.1,1007.28,49.6,24.19,foggy
1993,2023-03-25,12:00 AM,Spring,3,Saturday,15.98,1022.06,78.96,15.87,Rainy 
1165,2023-02-18,12:00:00,WINTER,2,saturday,6.42,1005.47,58.69,7.19,FOGGY
332,2023-01-14,19:00:00,winter,1,Saturday,8.32,997.2,40.91,11.14,Windy
